Gen,LR,pvalue,DNA_tamura-nei-D,prot_pdistance,ensmbl_CporID,gene_name
cluster11727,22.23865,2.41E-06,0.016020361,0.018691589,ENSCPOP00000002624,MED31
cluster14546,0,1,0.0008523,0.009230769,ENSCPOP00000010400,ANKRD10
cluster10220,0,1,-0.090445385,-0.047337278,ENSCPOP00000006377,0
cluster10953,0,1,0.014380804,0.005434783,ENSCPOP00000015772,MRPL40
cluster10527,0,1,0.006765711,0.004464286,ENSCPOP00000016377,0
cluster11320,0,1,-0.006468833,-0.002564103,ENSCPOP00000015247,DCTN4
cluster14637,0,1,-0.012054448,0.008417508,ENSCPOP00000016355,KLHL40
cluster10895,0,1,-0.028003314,-0.029680365,ENSCPOP00000016847,YTHDF2
cluster14132,0,1,-0.005963928,-0.016483516,ENSCPOP00000010965,TMED5
cluster12888,48.976902,2.59E-12,0.042112975,0.019390582,ENSCPOP00000004977,0
cluster12814,2.020122,0.15522667,0.0215992,0.008130081,ENSCPOP00000021044,CCDC182
cluster11618,65.820698,4.44E-16,0.052072613,0.052434457,ENSCPOP00000011527,ACOT8
cluster15041,0.10023,0.751553799,0.02285672,0.023622047,ENSCPOP00000013491,NANOS2
cluster13139,1.87498,0.170905802,-0.006230546,0.012232416,ENSCPOP00000016037,OTOP1
cluster15019,0.91485,0.338830837,-0.009008745,-0.023809524,ENSCPOP00000001241,SOWAHC
cluster14714,70.787132,0,0.132790311,0.099378882,ENSCPOP00000008654,0
cluster12654,0,1,-0.033940869,-0.028169014,ENSCPOP00000002371,NAGS
cluster11112,0,1,-0.008887397,-0.021052632,ENSCPOP00000018096,0
cluster12295,0,1,-0.015963946,-0.019083969,ENSCPOP00000018113,PNMT
cluster10452,0.064646,0.799297962,0.018858169,0.057017544,ENSCPOP00000012351,CHMP4C
cluster13014,51.917176,5.79E-13,0.242903597,0.224489796,ENSCPOP00000019044,0
cluster11857,0,1,-0.006107573,-0.008810573,ENSCPOP00000017331,CEBPB
cluster11336,0,1,-0.015419336,0,ENSCPOP00000019496,MOB1A
cluster10369,36.734942,1.35E-09,0.020501044,0.023026316,ENSCPOP00000000686,BEST2
cluster10461,5.627716,0.017678651,-0.000254857,0,ENSCPOP00000006188,MB
cluster12515,0,1,-0.016831829,-0.006079027,ENSCPOP00000009965,CASTOR2
cluster12891,0.709774,0.399518849,-0.034518539,-0.018867925,ENSCPOP00000020736,R3HDM4
cluster14480,0,1,0.002032679,-0.005102041,ENSCPOP00000011545,GSTO2
cluster15027,0,1,-0.007224022,0.002717391,ENSCPOP00000015107,WNT1
cluster12359,0,1,-0.02169326,-0.010638298,ENSCPOP00000019678,RDH14
cluster10672,214.494896,0,0.039099367,0.026448363,ENSCPOP00000001208,0
cluster11020,0,1,0.283061595,0.139275766,ENSCPOP00000001386,0
cluster14724,0.00204,0.963974708,-0.003951852,0,ENSCPOP00000017183,0
cluster12144,0,1,0.003877789,0.007194245,ENSCPOP00000019557,CD83
cluster13051,0,1,-0.15340464,-0.153846154,ENSCPOP00000011532,CTDNEP1
cluster14508,88.962486,0,0.062674182,0.087649402,ENSCPOP00000015651,TTLL10
cluster12502,67.064716,2.22E-16,0.015262939,0.020100503,ENSCPOP00000020060,BCL7A
cluster11892,0,1,0.004915448,0,ENSCPOP00000000575,CAPN6
cluster12017,27.520654,1.55E-07,0.040990741,0.048245614,ENSCPOP00000000369,CERS5
cluster12657,0,1,-0.012227394,0.00125,ENSCPOP00000014193,PTGFRN
cluster11158,0,1,-0.012921916,-0.003355705,ENSCPOP00000001490,0
cluster14121,46.886716,7.52E-12,0.130291758,0.107784431,ENSCPOP00000000198,DKK2
cluster12492,0,1,-0.007563619,-0.01369863,ENSCPOP00000016941,IL17C
cluster14516,59.013058,1.57E-14,0.080282501,0.081632653,ENSCPOP00000010433,RGS2
cluster14592,0,1,0.001143068,-0.011764706,ENSCPOP00000014483,JUNB
cluster14296,0.668302,0.413644234,0.026950142,0.048076923,ENSCPOP00000016421,CDKN2A
cluster14070,10.06662,0.001509798,-0.018049386,-0.00982801,ENSCPOP00000009854,FOXJ1
cluster10696,0,1,0.01388549,0,ENSCPOP00000015370,B3GNT9
cluster11637,2.00E-06,0.998871621,-0.001513505,-0.007633588,ENSCPOP00000012255,TIGD2
cluster12712,56.739958,4.97E-14,0.03695375,0.04296875,ENSCPOP00000007997,STK17B
cluster12333,0,1,-0.01132989,-0.029520295,ENSCPOP00000007341,Dao
cluster13594,165.781834,0,0.061869886,0.050125313,ENSCPOP00000018965,0
cluster12094,0,1,-0.010228718,-0.024793388,ENSCPOP00000000007,OVOL1
cluster14443,52.95453,3.41E-13,0.049623228,0.051792829,ENSCPOP00000017753,NAPB
cluster13893,0,1,0.010971746,0.020408163,ENSCPOP00000011465,ODF1
cluster13489,0,1,-0.05125656,-0.065116279,ENSCPOP00000013071,CABP7
cluster14677,0.000726,0.978504091,0.008719174,0.011904762,ENSCPOP00000012708,GCHFR
cluster11027,2.411534,0.120444289,-0.001086388,0.009247028,ENSCPOP00000012836,GTF3C4
cluster13338,0,1,-0.010597555,-0.013245033,ENSCPOP00000008035,Il10
cluster11952,0,1,-2.81E-05,0,ENSCPOP00000006619,CLVS1
cluster14601,6.972642,0.008276521,0.034601115,0.046875,ENSCPOP00000008316,COA5
cluster14226,18.150696,2.04E-05,0.102046319,0.085106383,ENSCPOP00000011618,JTB
cluster13454,0,1,-0.016223238,-0.026315789,ENSCPOP00000003513,PTH
cluster11347,0,1,0.001398592,0.001798561,ENSCPOP00000007516,EDEM1
cluster11699,0,1,-0.021074114,-0.044444444,ENSCPOP00000018249,IL9
cluster12200,0,1,0.007642975,-0.006578947,ENSCPOP00000008114,RHCG
cluster14243,0,1,0.024622997,0.059288538,ENSCPOP00000003618,CLIC4
cluster14360,42.057654,8.86E-11,-0.03607723,-0.049253731,ENSCPOP00000013045,MAP4K5
cluster10820,0,1,0.017155312,0.01509434,ENSCPOP00000016163,AQP5
cluster11759,0,1,-0.023599496,-0.021084337,ENSCPOP00000014442,TFAP2C
cluster12029,0,1,-0.0046777,-0.003164557,ENSCPOP00000005677,S1PR1
cluster12064,0,1,0.004864744,0.007326007,ENSCPOP00000004085,SLCO2A1
cluster12190,0,1,-0.070274872,-0.106007067,ENSCPOP00000016820,0
cluster11432,0,1,-0.007765399,-0.009188361,ENSCPOP00000002300,FOXRED2
cluster11302,0.03644,0.848609707,-0.012777737,-0.023255814,ENSCPOP00000018254,TNFSF8
cluster11537,0,1,0.024720106,0.045045045,ENSCPOP00000007452,ODAM
cluster13625,0,1,0.000937549,-0.008823529,ENSCPOP00000001930,FFAR4
cluster12316,78.442252,0,0.074968457,0.033755274,ENSCPOP00000014840,APOA1
cluster15001,0.28996,0.590246164,-0.023259404,-0.033163265,ENSCPOP00000018358,0
cluster14004,0,1,0.004753065,0,ENSCPOP00000008758,ANAPC2
cluster11172,4.170278,0.041139049,-0.002758899,-0.004192872,ENSCPOP00000016197,RAPGEFL1
cluster12331,0,1,-0.007031757,-0.006430868,ENSCPOP00000020991,TADA1
cluster11163,1.869742,0.171504631,0.00204256689516cluster12561,0.00295857988166cluster12561,ENSCPOP00000018525,POU4F3
cluster15000,0,1,0.007105064,-0.008510638,ENSCPOP00000018499,AGT
cluster14676,0,1,-0.037060699,-0.071240106,ENSCPOP00000006217,RNF168
cluster11246,0,1,-0.00320056,0,ENSCPOP00000017054,IGFBP2
cluster10479,33.508552,7.10E-09,0.167338048,0.093023256,ENSCPOP00000017463,C17orf67
cluster11607,-6.60E-05,1,-0.007834533,0.004098361,ENSCPOP00000018391,OLIG1
cluster14943,1.56018,0.211638867,0.002424745,0.002227171,ENSCPOP00000004129,RETREG2
cluster13312,80.02871,0,0.025368001,0.042553191,ENSCPOP00000012615,KMO
cluster13396,0,1,-0.027689408,-0.048611111,ENSCPOP00000020259,C11orf1
cluster10389,39.441864,3.38E-10,0.014108493,0.020833333,ENSCPOP00000000127,TDG
cluster13484,18.521134,1.68E-05,0.009434269,0.010830325,ENSCPOP00000009144,OSTM1
cluster11126,2.00E-06,0.998871621,-0.018997522,-0.011320755,ENSCPOP00000016563,PITX3
cluster13296,23.23755,1.43E-06,-0.018587332,-0.023157895,ENSCPOP00000006267,ANO8
cluster12702,0,1,0.006370614,0,ENSCPOP00000004616,GOLGA7B
cluster12939,0,1,-0.013910122,0.006134969,ENSCPOP00000001088,RTP1
cluster12326,3.771598,0.052129807,-0.103282235,-0.106951872,ENSCPOP00000009310,RIBC2
cluster11225,0.546596,0.459711912,-0.003194926,0.009433962,ENSCPOP00000005404,RAVER2
cluster12162,4.451744,0.034865623,-0.008743683,-0.004032258,ENSCPOP00000018624,LRRC38
cluster13319,0,1,-0.003008272,0.017467249,ENSCPOP00000019267,0
cluster14557,0,1,0.003114857,0,ENSCPOP00000019701,SOX10
cluster13580,0,1,-0.003790432,0,ENSCPOP00000018112,0
cluster11485,18.34845,1.84E-05,0.003971559,0.001709402,ENSCPOP00000012774,ADGRA3
cluster13542,0,1,-0.018776959,-0.020761246,ENSCPOP00000009650,PAICS
cluster10155,80.352936,0,0.079123895,0.089337176,ENSCPOP00000006239,SYT10
cluster12955,0,1,-0.012006625,-0.008645533,ENSCPOP00000020101,TMEM115
cluster10367,8.236312,0.004106048,0.000492042,0.016901408,ENSCPOP00000008848,TMPRSS5
cluster13748,0,1,0.004045653,0.010416667,ENSCPOP00000003792,GOLT1A
cluster10229,0,1,0.001378768,-0.002159827,ENSCPOP00000010045,MCRS1
cluster10205,32.753432,1.05E-08,0.015675957,0.012084592,ENSCPOP00000002733,SUCLG1
cluster11550,0,1,0.004090679,0.003816794,ENSCPOP00000006158,MBD2
cluster12905,0,1,-0.003088927,0.004291845,ENSCPOP00000020326,HOXA6
cluster10941,36.806534,1.30E-09,0.015002789,0.039039039,ENSCPOP00000005119,STARD7
cluster13897,125.88614,0,0.061366698,0.07967033,ENSCPOP00000012493,RRP9
cluster14122,0,1,0.005277205,0.013651877,ENSCPOP00000018863,0
cluster13456,0,1,-0.000467596,0.030075188,ENSCPOP00000014947,FAM183A
cluster13642,0,1,-0.00607717,0,ENSCPOP00000018453,0
cluster14757,0,1,-0.004992546,0,ENSCPOP00000002115,SPATA2L
cluster14599,42.867632,5.86E-11,0.02990924,0.028735632,ENSCPOP00000005289,PTGES2
cluster12604,0,1,-0.009723434,-0.02247191,ENSCPOP00000000545,C16orf71
cluster12181,0,1,0.000337827,0,ENSCPOP00000007462,NME5
cluster12415,0.240162,0.624089134,-0.018413124,-0.014218009,ENSCPOP00000017501,MAP10
cluster13900,0.058378,0.809078191,-0.007992536,0,ENSCPOP00000014098,DHCR24
cluster11508,0,1,-0.00921833,0,ENSCPOP00000018201,Gja1
cluster10637,0,1,-0.039513475,-0.055350554,ENSCPOP00000006954,VGLL4
cluster14303,15.85199,6.85E-05,0.147410668,0.12244898,ENSCPOP00000013542,0
cluster12142,15.85199,6.85E-05,#N/A,#N/A,ENSCPOP00000014799,SKIDA1
cluster12039,0,1,0.01487216,0,ENSCPOP00000003107,C3orf52
cluster11196,0,1,0.023867068,0.029850746,ENSCPOP00000012660,SDHAF3
cluster14302,21.633488,3.30E-06,-0.003641613,-0.00245098,ENSCPOP00000007114,TBC1D12
cluster12760,32.791654,1.03E-08,0.073305888,0.08,ENSCPOP00000013834,ZBTB8OS
cluster12971,0,1,-0.081062828,-0.095238095,ENSCPOP00000004937,RASL11A
cluster14636,0,1,-0.013847752,-0.01048218,ENSCPOP00000003935,TSPEAR
cluster11901,0,1,-0.00522786,0,ENSCPOP00000005935,0
cluster11417,0,1,-0.007423638,-0.008902077,ENSCPOP00000006594,FBP2
cluster10158,58.395068,2.14E-14,0.017638551,0.020802377,ENSCPOP00000000051,LCMT2
cluster10926,0,1,-0.007189587,0.015957447,ENSCPOP00000005092,DNASE1L1
cluster13898,0.303892,0.581452712,-0.003679385,-0.008264463,ENSCPOP00000013115,NET1
cluster11829,20.724814,5.30E-06,0.008925211,0.022883295,ENSCPOP00000005443,CYP2W1
cluster14898,0,1,0.00218546,0.001988072,ENSCPOP00000003641,RGS14
cluster11300,37.095886,1.12E-09,0.008836761,0.010909091,ENSCPOP00000007135,KPNA1
cluster10385,100.745046,0,0.055498063,0.079113924,ENSCPOP00000007686,ACTR10
cluster13385,109.883376,0,0.092101867,0.108108108,ENSCPOP00000015973,OGFOD3
cluster12427,17.072286,3.60E-05,-0.006951828,-0.009146341,ENSCPOP00000011922,SHARPIN
cluster11687,0,1,0.00400376,-0.003676471,ENSCPOP00000017950,OLIG3
cluster11123,0,1,-0.003551947,-0.002304147,ENSCPOP00000019618,TLR7
cluster13592,0.01938,0.889282572,0.003366216,0.026041667,ENSCPOP00000002957,CDIPT
cluster13811,0,1,0.014590411,0.036363636,ENSCPOP00000013514,LYRM7
cluster12056,0,1,-0.01149209,-0.013793103,ENSCPOP00000014661,MARS2
cluster12298,0,1,-0.001071577,0.001808318,ENSCPOP00000016987,HSPD1
cluster10575,13.93796,0.000188944,-0.013904115,-0.019607843,ENSCPOP00000000149,RBFA
cluster13129,0,1,-0.010912912,0,ENSCPOP00000020103,KLF16
cluster12666,-6.00E-06,1,0.00723418,-0.002816901,ENSCPOP00000017889,MESDC1
cluster11683,22.780962,1.82E-06,0.001378578,0.013333333,ENSCPOP00000014416,DNAJC9
cluster14390,50.194668,1.39E-12,-0.044734715,-0.048739496,ENSCPOP00000000615,SASS6
cluster13901,0,1,-9.57E-05,0,ENSCPOP00000012951,MLEC
cluster13203,0,1,-0.019419065,-0.013586957,ENSCPOP00000013944,EDNRB
cluster13180,0,1,0.016966233,0.01793722,ENSCPOP00000002022,0
cluster13143,72.43221,0,0.048876027,0.055776892,ENSCPOP00000013172,PMM1
cluster12105,0,1,-0.013428323,0.005102041,ENSCPOP00000001760,CLEC3A
cluster14667,0.113472,0.736225416,0.004769188,0.011396011,ENSCPOP00000010209,TCHHL1
cluster13339,0,1,-0.008843892,-0.004016064,ENSCPOP00000016462,DUSP2
cluster12859,0,1,-0.007642219,0.003039514,ENSCPOP00000010606,FOXI2
cluster11012,4.327168,0.037508604,0.009608311,0.007920792,ENSCPOP00000004659,SNTA1
cluster11033,0,1,0.004828339,-0.002380952,ENSCPOP00000009189,KLHL35
cluster12965,3.009062,0.082800193,-0.01804199,0,ENSCPOP00000000985,ECHDC3
cluster14623,95.24511,0,0.071740198,0.089494163,ENSCPOP00000001832,OSR1
cluster13968,0,1,-0.016585781,0,ENSCPOP00000014502,RASSF7
cluster10387,0,1,0.003646893,0,ENSCPOP00000020285,OTUB1
cluster11399,0,1,-0.00379049,-0.019607843,ENSCPOP00000014639,GHRH
cluster11593,0,1,-0.002783308,-0.005617978,ENSCPOP00000009010,MREG
cluster13677,0,1,-0.001612918,-0.006493506,ENSCPOP00000009724,HTR3B
cluster12670,129.220214,0,0.244980326,0.235294118,ENSCPOP00000000110,GALR1
cluster11461,0,1,-0.003371858,-0.013333333,ENSCPOP00000011856,PSCA
cluster13486,61.625186,4.11E-15,0.094273322,0.085858586,ENSCPOP00000008788,CCNO
cluster12424,0,1,-0.006913257,0,ENSCPOP00000012036,LAMTOR4
cluster14366,0,1,-0.006748178,-0.00509165,ENSCPOP00000015586,POLRMT
cluster13092,0,1,0.046095795,0.072916667,ENSCPOP00000009340,TLCD2
cluster11265,0,1,-0.025442531,-0.023328149,ENSCPOP00000000676,CD180
cluster10152,0,1,-0.001277609,-0.004098361,ENSCPOP00000001195,C14orf166
cluster10423,0,1,-0.098290106,-0.113924051,ENSCPOP00000014668,0
cluster11973,0,1,-0.000114712,0,ENSCPOP00000007594,CXCR3
cluster13597,0,1,-0.019513344,-0.020725389,ENSCPOP00000007316,BLVRA
cluster12612,1.505748,0.219789052,-0.035923588,-0.034111311,ENSCPOP00000018984,RAB11FIP5
cluster13514,0,1,-0.006996658,0,ENSCPOP00000011210,EIF2B5
cluster14295,67.680506,2.22E-16,0.057313226,0.059701493,ENSCPOP00000016463,TNFSF10
cluster10467,0,1,-0.000926297,0,ENSCPOP00000014380,LHX1
cluster11184,0,1,-0.00891729,0,ENSCPOP00000012353,0
cluster13716,0,1,0.016930524,-0.011976048,ENSCPOP00000003798,PLA2G12A
cluster13160,0,1,-0.001877987,0.004807692,ENSCPOP00000018301,VAX2
cluster11662,25.888094,3.62E-07,0.090693615,0.098305085,ENSCPOP00000009977,SLC25A23
cluster12565,0,1,0.005851488,-0.004357298,ENSCPOP00000013855,EHD4
cluster14645,0,1,-0.007395923,0.006451613,ENSCPOP00000009099,NUS1
cluster11233,0,1,0.004671237,0.005326232,ENSCPOP00000009102,CCDC110
cluster11481,0.005382,0.941517964,-0.000188423,-0.001886792,ENSCPOP00000002854,Chrm5
cluster13370,2.187928,0.13909632,0.009992662,0.021108179,ENSCPOP00000013009,FHDC1
cluster11357,0.176226,0.674636821,0.002316701,0.003412969,ENSCPOP00000017265,MAFB
cluster11816,0,1,0.001490791,0,ENSCPOP00000000656,TMEM101
cluster11576,0,1,-0.004882161,-0.012886598,ENSCPOP00000000934,Kcnn4
cluster12913,0.364724,0.545894281,-0.008691006,0.002352941,ENSCPOP00000007332,KRT78
cluster11645,6.62401,0.010061305,0.002955855,0.01641791,ENSCPOP00000004186,MYO10
cluster10349,8.517262,0.003517934,-0.003868338,0,ENSCPOP00000019757,0
cluster13890,0,1,0.000157133,0,ENSCPOP00000008457,CIB3
cluster13511,0,1,-0.025938116,-0.024509804,ENSCPOP00000012295,Prl
cluster11192,2.00E-06,0.998871622,-6.37E-05,0.012759171,ENSCPOP00000003537,ADAMTS8
cluster12534,0,1,-0.001651392,0.004597701,ENSCPOP00000013435,CS
cluster13732,-0.000224,1,-0.019623102,-0.006060606,ENSCPOP00000011870,NFKBIB
cluster13610,0,1,-0.008814614,0.014814815,ENSCPOP00000019407,MRPL44
cluster13502,30.222158,3.85E-08,-0.002704511,-0.003272251,ENSCPOP00000012266,XIRP2
cluster10964,0,1,-0.00275793,-0.006887052,ENSCPOP00000018708,FAM83C
cluster12503,75.464732,0,0.029832177,0.033802817,ENSCPOP00000011443,ATP5A1
cluster11795,0,1,0.002164632,-0.004694836,ENSCPOP00000014886,HAND1
cluster10171,44.311922,2.80E-11,-0.004970942,0,ENSCPOP00000002980,EMX2
cluster12589,0,1,0.012765909,0.00802139,ENSCPOP00000002222,SPRED1
cluster14100,0,1,-0.004063691,0,ENSCPOP00000018413,CYSRT1
cluster10961,0,1,0.003882512,0.006578947,ENSCPOP00000007619,ODC1
cluster14849,0,1,-0.018169286,-0.025062657,ENSCPOP00000005752,AEBP1
cluster13718,0,1,-0.023756272,0,ENSCPOP00000015895,SGCA
cluster12973,0,1,-0.002073176,0,ENSCPOP00000021110,SSR2
cluster13467,105.951346,0,0.030413725,0.045064378,ENSCPOP00000017013,CYP27B1
cluster13030,0,1,-0.001063505,0.003533569,ENSCPOP00000000745,RDH12
cluster10957,43.66862,3.89E-11,0.095027587,0.117924528,ENSCPOP00000020329,METRNL
cluster13478,24.139142,8.96E-07,0.029746217,0.031531532,ENSCPOP00000003066,MYOZ1
cluster11275,1.417854,0.233756947,-0.009639766,-0.015151515,ENSCPOP00000006145,C16orf91
cluster12147,0,1,-0.002382056,-0.005847953,ENSCPOP00000013897,0
cluster14581,0,1,0.001645522,0.002155172,ENSCPOP00000007116,PLEKHO2
cluster11142,0.02711,0.869218572,-0.000162748,0.024793388,ENSCPOP00000016873,HES5
cluster10316,0,1,0.000893033,0,ENSCPOP00000012582,0
cluster10336,17.592564,2.74E-05,0.018102597,0.005970149,ENSCPOP00000007787,TDO2
cluster11767,53.692804,2.34E-13,0.040193597,0.044444444,ENSCPOP00000003385,EPCAM
cluster13719,114.862334,0,0.045520014,0.061833689,ENSCPOP00000018932,BMPR1A
cluster13466,18.118368,2.08E-05,0.056813581,0.056872038,ENSCPOP00000006246,LRRC46
cluster13057,0,1,-0.00829453,-0.00516129,ENSCPOP00000005625,GCC1
cluster14749,57.578378,3.25E-14,0.033925716,0.044176707,ENSCPOP00000010472,LRRC34
cluster13492,0.282002,0.595392027,0.023485217,-0.014492754,ENSCPOP00000017748,0
cluster11488,0,1,-0.002276349,0,ENSCPOP00000015210,GSTA4
cluster14022,197.411774,0,0.005265672,0.006742891,ENSCPOP00000012641,SPEN
cluster12183,35.775828,2.21E-09,0.040167814,0.046511628,ENSCPOP00000001228,TPGS2
cluster11090,117.258728,0,0.099694311,0.103773585,ENSCPOP00000012084,SUCLG2
cluster13877,0,1,0.006715988,-0.023255814,ENSCPOP00000000201,AADACL3
cluster10363,3.584032,0.058337395,-0.004845728,-0.003472222,ENSCPOP00000017786,CNGA3
cluster13613,0,1,0.004128344,0,ENSCPOP00000008779,SLC25A28
cluster12301,2.00E-06,0.998871621,-0.009159696,-0.007692308,ENSCPOP00000021160,0
cluster14925,0,1,-0.012813752,-0.027027027,ENSCPOP00000013802,TMEM37
cluster11652,0,1,-0.018589677,0.001890359,ENSCPOP00000002832,0
cluster10986,0,1,-0.021245301,-0.009803922,ENSCPOP00000017602,0
cluster13027,1.41584,0.234089334,0.090960412,0.192982456,ENSCPOP00000020535,CHIC2
cluster10593,0,1,-0.003576488,-0.001893939,ENSCPOP00000013578,GPNMB
cluster14609,0,1,-0.00402588,0.005555556,ENSCPOP00000015899,HMX1
cluster12667,71.063978,0,0.024470739,0.023923445,ENSCPOP00000017150,SHB
cluster10379,0.007394,0.931475661,-0.000290538,0.011029412,ENSCPOP00000003951,AQP6
cluster12921,-1.263108,1,0.003820252,0.002242152,ENSCPOP00000017836,KCNS2
cluster13551,-0.085562,1,0.006920883,0.006289308,ENSCPOP00000018240,MXD4
cluster12783,3.486534,0.061869994,-0.005980431,0.010940919,ENSCPOP00000001166,DCLRE1B
cluster12436,0,1,-0.001730532,0,ENSCPOP00000016408,FNDC4
cluster12520,0,1,-0.045972381,-0.044052863,ENSCPOP00000010221,SMARCD2
cluster13002,4.00E-06,0.998404232,-0.007071317,0,ENSCPOP00000005055,S100A4
cluster10608,0,1,0.002128515,0,ENSCPOP00000019007,LAMTOR1
cluster14452,1.28739,0.256529498,0.022256239,0,ENSCPOP00000019508,PTTG1IP
cluster14163,37.923182,7.36E-10,0.02242473,0.036363636,ENSCPOP00000003296,CUZD1
cluster12121,0,1,0.002763335,0.014388489,ENSCPOP00000008192,IL11
cluster13805,0,1,-0.000768151,0.00877193,ENSCPOP00000018452,USE1
cluster10191,0,1,-0.024303478,0.007633588,ENSCPOP00000007537,SPATA5L1
cluster11289,79.194598,0,-0.040859745,-0.044619423,ENSCPOP00000005584,ANGPTL3
cluster10347,26.045664,3.33E-07,-0.016876671,-0.022988506,ENSCPOP00000005980,RBMX2
cluster14791,0,1,0.034656624,0,ENSCPOP00000015994,RD3
cluster10207,1.167094,0.279999151,-0.003044483,0,ENSCPOP00000004989,SERPINA9
cluster11691,0.012832,0.909809827,-0.002489107,0.011363636,ENSCPOP00000013909,COMMD3
cluster13232,1.720902,0.189576979,0.011553415,0.013157895,ENSCPOP00000018075,C19orf43
cluster13798,0,1,-0.118784555,-0.098901099,ENSCPOP00000019315,ING1
cluster13950,0,1,-0.001388322,-0.022556391,ENSCPOP00000013510,TACO1
cluster12714,0.342338,0.558482783,-0.019979534,0,ENSCPOP00000019404,NDN
cluster11295,40.558022,1.91E-10,0.003171415,0.007672634,ENSCPOP00000010580,DSTYK
cluster11169,0,1,-0.002454852,0.005617978,ENSCPOP00000005170,FANCD2OS
cluster11712,0,1,0.01056465,0.018691589,ENSCPOP00000006885,SLC25A33
cluster14466,0,1,-0.017282929,-0.039548023,ENSCPOP00000016246,SETD6
cluster11333,121.233408,0,0.117958849,0.127937337,ENSCPOP00000010869,AVPR1A
cluster13118,0,1,-0.004307839,0.005167959,ENSCPOP00000006355,CCKAR
cluster11494,0,1,0.005154966,0.017391304,ENSCPOP00000003040,RCAN3
cluster11421,73.79005,0,0.094255498,0.105058366,ENSCPOP00000011049,SLC25A32
cluster13197,4.12541,0.042243783,-0.018412307,-0.003802281,ENSCPOP00000007971,SDC1
cluster13301,0,1,-0.011972344,-0.021459227,ENSCPOP00000007031,CABP4
cluster10620,36.956534,1.21E-09,0.009736138,0.012391574,ENSCPOP00000004354,MAP3K14
cluster12836,107.292244,0,0.048599553,0.049180328,ENSCPOP00000008707,LOXL2
cluster11194,0,1,0.00352139,0,ENSCPOP00000004110,FAM102B
cluster11559,0.07729,0.781004075,-0.001936921,0.005681818,ENSCPOP00000013706,0
cluster13332,0,1,0.002474022,-0.009868421,ENSCPOP00000006846,KAZN
cluster14944,0,1,0.00145539,0,ENSCPOP00000019046,SFRP1
cluster11137,0.005534,0.940699382,-0.005515858,-0.003215434,ENSCPOP00000002790,FDXACB1
cluster13282,20.195102,6.99E-06,0.006497201,-0.002832861,ENSCPOP00000008532,SLC3A1
cluster14438,22.434196,2.17E-06,0.010102592,-0.03626943,ENSCPOP00000008982,EDN1
cluster10516,0,1,0.000300077,-0.003205128,ENSCPOP00000018083,PPP1R3C
cluster12403,0,1,-0.001070024,0.004680187,ENSCPOP00000013827,ARHGAP22
cluster14238,0,1,-0.008710313,0,ENSCPOP00000004161,GRB2
cluster14455,0,1,-0.012224001,0.003703704,ENSCPOP00000019547,TSSK6
cluster12182,0,1,0.003391871,0.01793722,ENSCPOP00000019032,Sigmar1
cluster13234,35.0175,3.27E-09,0.021457897,0.025380711,ENSCPOP00000004292,0
cluster13101,35.669936,2.34E-09,-0.008592061,0.006160164,ENSCPOP00000011051,TRIM27
cluster10414,2.00E-05,0.996431764,-0.107074642,-0.116161616,ENSCPOP00000019229,GAS1
cluster12550,0.728762,0.393284767,0.021055879,0.011111111,ENSCPOP00000017969,MED9
cluster10262,0.154428,0.694339215,-0.008796762,0.004444444,ENSCPOP00000009458,TUFM
cluster12306,0,1,0.014287179,0.051724138,ENSCPOP00000009709,RETN
cluster10273,0,1,0.019789599,0.035714286,ENSCPOP00000002305,CACNG2
cluster10225,3.767254,0.052265371,-0.00601639,0.010752688,ENSCPOP00000007694,GPI
cluster10549,38.01799,7.01E-10,0.070764919,0.063492063,ENSCPOP00000004335,TEX36
cluster13996,0,1,-0.002898489,-0.004357298,ENSCPOP00000009241,ZNF296
cluster10170,28.604396,8.88E-08,0.007634218,0.010928962,ENSCPOP00000010006,VCPKMT
cluster13167,0.608434,0.435378047,8.11E-05,0.013100437,ENSCPOP00000021239,XKRX
cluster12709,3.12582,0.077061093,0.00769605,0.009433962,ENSCPOP00000010682,IL10RA
cluster14030,0,1,-0.044904262,-0.04815864,ENSCPOP00000007658,SNAP47
cluster10861,0,1,-0.011927497,-0.005617978,ENSCPOP00000002906,IGSF11
cluster14626,0.632074,0.426595576,0.014375385,0.016853933,ENSCPOP00000007173,Htr5a
cluster13369,0,1,-0.01501397,-0.005208333,ENSCPOP00000010889,VNN1
cluster13945,0,1,-0.017839724,0.003703704,ENSCPOP00000005430,0
cluster14633,0,1,-0.00237853,0,ENSCPOP00000005176,0
cluster12907,0,1,0.009561251,-0.005494505,ENSCPOP00000016065,SMCO1
cluster10917,0,1,-0.010738506,-0.043478261,ENSCPOP00000008139,0
cluster12532,0,1,0.006077592,0.001468429,ENSCPOP00000016270,0
cluster13253,0,1,-0.007154949,-0.008050089,ENSCPOP00000000515,SF3B3
cluster10172,0,1,-0.019763972,-0.02058319,ENSCPOP00000015400,IRF2BP1
cluster10432,0,1,-0.001766931,0.0004363,ENSCPOP00000010815,CSPG4
cluster14756,0.00508,0.943179593,0.00348549,0.00310559,ENSCPOP00000012772,CWH43
cluster10938,0,1,-0.004488976,-0.003021148,ENSCPOP00000018412,CHORDC1
cluster11736,0,1,0.010347315,0.035019455,ENSCPOP00000009836,TNMD
cluster11084,0,1,-0.030838894,-0.008547009,ENSCPOP00000005009,PTRHD1
